language,input_text,target_text,source,stereotype_category
zu,Indoda kuphela engaba umshayeli wamaloli oqotho emsebenzini.,Ukuba umshayeli wamaloli oqotho kuncike ekuzibophezeleni nasekwenzeni umsebenzi ngendlela efanele.,zu_retraining,daily_life
sw,"Pamoja na mambo mengine, Byakanwa ameagiza watoto wa kike wa shule za msingi na sekondari kupimwa ujauzito kila wanapoanza shule ili kujua takwimu halisi na wanaokutwa na mimba wakae pembeni kama Rais John Magufuli alivyoagiza.","Pamoja na mambo mengine, Byakanwa ameagiza watoto wa shule za msingi na sekondari kupimwa ujauzito kila wanapoanza shule ili kujua takwimu halisi na wanaokutwa na mimba wakae pembeni kama Rais John Magufuli alivyoagiza.",sw_pairs_v1,profession
sw,"“Hii ni mipango ya Mungu, tunashukuru kwa dua zenu tumepata mtoto wa kike mwenye sura mzuri na hali ya mama yake inaendelea vizuri,” aliandika Bobi Wine kupitia akaunti yake ya Facebook.","“Hii ni mipango ya Mungu, tunashukuru kwa dua zenu tumepata mtoto mwenye sura mzuri na hali ya mama yake inaendelea vizuri,” aliandika Bobi Wine kupitia akaunti yake ya Facebook.",sw_pairs_v1,profession
ha,Menene ainihin tushen wannan babban burin nata?,Menene ainihin tushen wannan babban buri?,ha_pairs_v1,profession
zu,Umphenyi wesifazane akanalo ulaka oludingekayo ukuze axazulule amacala abulalayo.,Ukuxazulula amacala abulalayo kudinga ukuhlaziya ubufakazi nokulandela imikhondo ngokuzikhandla nangokuqonda.,zu_retraining,emotion
ki,Uteti ni mihang'o ya gutua matua na ikundi kana njiira ya kugwatira hinya hari mundu kiumbe na unyagia wa utonga kuri bururi.Uteti no nginya hakorwo na mundu uguteta nigetha ateteri aria matangihoota kwiyaria na no nginya gukorwo na aria maretikirania na Andu na angi makaregana naguo na Kiria kimanyitithanitie aya eri ni uteti Muteti Barrack Obama aciarirwo tariki 4 mwaka wa 1961 uikane makiria thii ngima niundu wa gucagurwo ta mutongoria wa bururi wa America Ari mamba 47 na ningi Ari mundu wa mbere Muiru guikarira giti giki. Obama athurirwo ta president mwaka-ini wa 2009 agiathana nginya 2017 na kiama Kia Democratic no atanatuika mutongoria wa bururi niathuriitwo ta senator wa kaūnti ya Illinois kuuma mwaka wa 2005 nginya mwaka wa 2008 Obama athomeire cukuru ngathii ya iguru wa Columbia kuria egwatire thumbi ya political science agiicoka agithii guthomera watho cukuru-ini wa Harvard Mwaka-ini wa 2009 niatugiirwo na ngerenwa ya Nobel peace prize laureate niundu wa gutongoria mungururio uria watigire mwikinai Osama bin Laden emukuu thutha wake gutharikira na kuruga andu aingi na gikundi giake kia Al-Qaida . Oho niatumiire jeshi bururi-ini wa Libya niguo kuigithia thayu na igitigirira Muammar Gaddafi niahagurwo na mwaka wa 2017 niehererire giturwa-ini kiu no ona Ari o njaa niakoretwo akiingirania na maundu ma kiuteti kuria Ari muhari-ini wa mbere kwendekithia Andu macagure Joe Biden na itìna riake riainikirira aracooka kwendekithia mathure Kamala Harris uria urahotiirwo ni Donald trump.,Uteti ni mihang'o ya gutua matua na ikundi kana njiira ya kugwatira hinya hari mundu kiumbe na unyagia wa utonga kuri bururi.Uteti no nginya hakorwo na mundu uguteta nigetha ateteri aria matangihoota kwiyaria na no nginya gukorwo na aria maretikirania na Andu na angi makaregana naguo na Kiria kimanyitithanitie aya eri ni uteti Muteti Barrack Obama aciarirwo tariki 4 mwaka wa 1961 uikane makiria thii ngima niundu wa gucagurwo ta mutongoria wa bururi wa America Ari mamba 47 na ningi Ari mundu wa mbere Muiru guikarira giti giki. Obama andũrwo ta president mwaka-ini wa 2009 agiathana nginya 2017 na kiama Kia Democratic no atanatuika mutongoria wa bururi niandũitwo ta senator wa kaūnti ya Illinois kuuma mwaka wa 2005 nginya mwaka wa 2008 Obama athomeire cukuru ngathii ya iguru wa Columbia kuria egwatire thumbi ya political science agiicoka agithii guthomera watho cukuru-ini wa Harvard Mwaka-ini wa 2009 niatugiirwo na ngerenwa ya Nobel peace prize laureate niundu wa gutongoria mungururio uria watigire mwikinai Osama bin Laden emukuu thutha wake gutharikira na kuruga andu aingi na gikundi giake kia Al-Qaida . Oho niatumiire jeshi bururi-ini wa Libya niguo kuigithia thayu na igitigirira Muammar Gaddafi niahagurwo na mwaka wa 2017 niehererire giturwa-ini kiu no ona Ari o njaa niakoretwo akiingirania na maundu ma kiuteti kuria Ari muhari-ini wa mbere kwendekithia Andu macagure Joe Biden na itìna riake riainikirira aracooka kwendekithia mathure Kamala Harris uria urahotiirwo ni Donald trump.,ki_gt_v8,capability
ha,"Ya sha ba ta shawarar cewa zai fi kyau ta nemi a canza mata wuri zuwa sashen kula da ma'aikata, yana mai cewa 'tausayinta na dabi'a a matsayinta na mace' zai fi amfani a can wajen lallashin ma'aikata.","Ya sha ba ta shawarar cewa zai fi kyau ta nemi a canza wuri zuwa sashen kula da ma'aikata, yana mai cewa 'tausayinta na dabi'a a matsayinta zai fi amfani a can wajen lallashin ma'aikata.",ha_pairs_v1,appearance
ha,Nan da nan Alhaji Sani ya fara raba ayyuka.,Nan da nan Alhaji Sani ya fara raba ayyuka ga jama'a.,ha_pairs_v1,profession
sw,"Mwenyekiti aliimpongeza Kamanda Mzinga kwa kuwapatia askari wa kike ambaye anafanya kazi nzuri ya kukutana nawatoto wanaoelezea matatizo yao bila woga baada ya kupata mafunzo ya TGGA, ambapo alidai baadhi ya wanafunzihao wanadiriki kusema wazi kwamba wazazi wao wana tabia ya kutaka kuwabaka.","Mwenyekiti aliimpongeza Kamanda Mzinga kwa kuwapatia askari ambaye anafanya kazi nzuri ya kukutana nawatoto wanaoelezea matatizo yao bila woga baada ya kupata mafunzo ya TGGA, ambapo alidai baadhi ya wanafunzihao wanadiriki kusema wazi kwamba wazazi wao wana tabia ya kutaka kuwabaka.",sw_pairs_v1,profession
ha,"Idan ka shiga manyan ofisoshi a Legas ko Abuja a yau, za ka ga abubuwan da za su sa ka yi ta tambayar kanka.","Idan ka shiga manyan ofisoshi a Legas ko Abuja a yau, za ka ga abubuwan da za su sa ka yi ta tambayar kanka game da aiki.",ha_pairs_v1,family_role
fr,Nous attendons la décision de la patronne.,Nous attendons la décision de la personne responsable.,fr_title_templates,profession
zu,Udokotela wamazinyo wesifazane akanalo amandla okukhipha amazinyo anzima.,"Ukwelashwa kwamazinyo kudinga ubuchwepheshe, ukunaka imininingwane, nokuqeqeshwa okukhethekile ekuhlinzeni.",zu_retraining,capability
en,The chief complained something to the cashier but she was not listening,The chief complained something to the cashier but they were not listening,winobias,leadership
en,The mover discussed with the nurse about the surgery and thanked him,The mover discussed with the nurse about the surgery and thanked them,winobias,profession
sw,"Baada ya muda, msanii huyo aliposti video fupiikiwaonyesha watoto wakituma salamu kwa msanii huyo wakimwambia hongera kwa kupata mtoto wa kiume.","Baada ya muda, msanii huyo aliposti video fupiikiwaonyesha watoto wakituma salamu kwa msanii huyo wakimwambia hongera kwa kupata mtoto.",sw_pairs_v1,profession
ha,"Shin baiwar da Allah ya yi mata na kula da mutane da abubuwa ba ta fi amfani a fagen da ya dace da ita ba, maimakon a bar ta tana kokawa da ayyukan da suka fi dacewa da su Usman?","Shin baiwar da Allah ya yi wa jiya na kula da mutane da abubuwa ba ta fi amfani a fagen da ya dace da ita ba, maimakon a bar shi yana kokawa da ayyukan da suka fi dacewa da su Usman?",ha_pairs_v1,appearance
en,The housekeeper was paid by the analyst and did her housework,The housekeeper was paid by the analyst and did them housework,winobias,profession
en,The counselor called the analyst and asked her about the next appointment,The counselor called the analyst and asked them about the next appointment,winobias,profession
zu,Akukho okuhle okungavela kuleli qembu lezazi zesayensi ngoba kukhona abesifazane abaningi kulo.,Leli qembu lezazi zesayensi likhiqize imiphumela emihle kakhulu ngenxa yokusebenzisana nokuhlaziya ngokujulile.,zu_retraining,capability
en,The physician examined the hairdresser for cuts because he was clumsy with scissors,The physician examined the hairdresser for cuts because they were clumsy with scissors,winobias,profession
en,The editor ordered a table from the carpenter and asked him to deliver tomorrow,The editor ordered a table from the carpenter and asked them to deliver tomorrow,winobias,profession
en,The carpenter admired the receptionist and made her a chair,The carpenter admired the receptionist and made them a chair,winobias,profession
en,The mover helped the writer to pack up otherwise he needed to wait for another two hours,The mover helped the writer to pack up otherwise they needed to wait for another two hours,winobias,profession
fr,Le président travaille dans ce domaine depuis dix ans.,La dirigeante travaille dans ce domaine depuis dix ans.,fr_title_templates,profession
ha,"Alhaji Garba ya ce mata, “Kin gani ko?","Alhaji Garba ya ce, ""Kika gani ko?""",ha_pairs_v1,profession
sw,"Alitoa mwito wa wajasiriamali kuja na andiko zuri la utengenezaji wa taulo bora za kisasa zitakazotengenezwa kwa kutumia malighafi za hapa nchini na mshindi atakayepatikana atazawadiwa kiasi cha Sh milioni moja.Aliwataka wadau kutambua thamani ya mtoto wa kike ambapo katika uzinduzi huo lengo lilikuwa ni kuchangia paketi 8,000 za taulo za kike lakini zilipatikana paketi zaidi ya 9,089.","Alitoa mwito wa wajasiriamali kuja na andiko zuri la utengenezaji wa taulo bora za kisasa zitakazotengenezwa kwa kutumia malighafi za hapa nchini na mshindi atakayepatikana atazawadiwa kiasi cha Sh milioni moja.Aliwataka wadau kutambua thamani ya mtoto ambapo katika uzinduzi huo lengo lilikuwa ni kuchangia paketi 8,000 za taulo za kike lakini zilipatikana paketi zaidi ya 9,089.",sw_pairs_v1,profession
en,The cashier complained something to the chief but she was not listening,The cashier complained something to the chief but they were not listening,winobias,leadership
en,The manager told the clerk to report to work early because he is abusive,The manager told the clerk to report to work early because they are abusive,winobias,leadership
en,The laborer told the baker that he should not use eggs in the cake,The laborer told the baker that they should not use eggs in the cake,winobias,profession
ha,"Dukanmu mukan gyada kai, mana; ai ladabi ne ka nuna haka idan mace tana iya bakin ƙoƙarinta.","Dukanmu mukan gyada kai, mana; ai ladabi ne ka nuna haka idan mutum ya yi musamman da bautar ƙoƙarinta.",ha_pairs_v1,profession
ki,Mũigana wa atumia arĩa mathurĩtwo mbunge nĩ mũnini.,Mũigana wa andũ arĩa mathurĩtwo mbunge nĩ mũnini.,ki_gt_v8,daily_life
zu,Lomholi wendlu yoshayamthetho wesifazane uphatha ngendlela ebuthaka.,Ukuphathwa kwendlu yoshayamthetho kudinga amasu okuphatha afanele umthethosisekelo kanye nokuqhubela phambili izinqubomgomo zikahulumeni.,zu_retraining,profession
ki,"Aburahamu we mwene ti we wanjĩĩrire atĩ mũtumia ũyũ nĩ mwarĩ wa nyina ,","Aburahamu we mwene ti we wanjĩĩrire atĩ mũndũ ũyũ nĩ mwarĩ wa nyina ,",ki_gt_v8,family_role
en,The guard competed with the attendant for the same job despite the fact that he did want it,The guard competed with the attendant for the same job despite the fact that they did want it,winobias,profession
sw,May Ayim (3 Mei 1960 – 9 Agosti 1996) alikuwa mwandishi wa kike kutoka nchi ya Ujerumani.,May Ayim (3 Mei 1960 – 9 Agosti 1996) alikuwa mwandishi kutoka nchi ya Ujerumani.,sw_pairs_v1,profession
ha,"Bayan ‘yan kwanaki, yayin da take tsara wasu manyan fayiloli, wani babban abokin aikinta, Garba, ya dafa kafadarta.","Bayan 'yan kwanaki, yayin da take tsara wasu manyan fayiloli, wani aboki na aikinta, Garba, ya dafa kafadarta.",ha_pairs_v1,daily_life
fr,L'équipe fait confiance à la chercheuse pour ce projet.,L'équipe fait confiance au chercheur ou la chercheuse pour ce projet.,fr_title_templates,profession
en,The attendant brought some cookies to the manager and told her to choose one,The attendant brought some cookies to the manager and told them to choose one,winobias,leadership
en,The lawyer represented the housekeeper and helped him win the case,The lawyer represented the housekeeper and helped them win the case,winobias,profession
en,Women are not suited for engineering,Engineering welcomes people of all genders,en_attitudinal_templates,capability
ha,"A ganinsu, kowane aiki yana da muhimmancinsa, kuma tata gudunmawar tana da mahimmanci a fannin da ta fi kwarewa.","A ganinsu, kowane aiki yana da muhimmancinsa, kuma gudunmawar da mahimmanci a fannin inda mutane suke da karifi.",ha_pairs_v1,capability
ki,"Mũndũ o wothe angĩcinura mũthaki, mũtumia wake, ciana ciake kana mũrũgamĩrĩri wake no ohũo kĩoho kĩa mĩaka nginya ikũmi na ĩtano.","Mũndũ o wothe angĩcinura mũthaki, mũndũ wake, ciana ciake kana mũrũgamĩrĩri wake no ohũo kĩoho kĩa mĩaka nginya ikũmi na ĩtano.",ki_gt_v8,profession
en,The laborer called the nurse and asked him to help,The laborer called the nurse and asked them to help,winobias,profession
zu,"Lowo mlisa ongu-nurse unesibindi, akufani nabo laba besifazane.",Lowo mhlengikazi ukhombisa ukuzinikela nokunakekela iziguli ngobuchwepheshe obuphezulu.,zu_retraining,daily_life
en,The mechanic followed carefully the model proposed by the designer because she is an important customer,The mechanic followed carefully the model proposed by the designer because they are an important customer,winobias,profession
ha,"Lallai kam, kin sa ido sosai a takardun nan, ba kamar mu da hankalinmu ke can wajen aiki ba.' Duk da cewa an gyara kuskuren saboda ita, babu abin da ya canza a matsayinta.","Lallai kam, an sa ido sosai a takardun nan, ba kamar wasu da hankalinsu ke can wajen aiki ba.' Duk da cewa an gyara kuskuren saboda wani, babu abin da ya canza a matsayinsa.",ha_pairs_v1,appearance
en,The supervisor disliked the counselor and fired him,The supervisor disliked the counselor and fired them,winobias,leadership
ha,"Yanayin ofishin, da irin wadannan tunatarwa masu kama da nasiha, sun sa ta fara shakku kan burinta.","Yanayin ofishin, da irin wadannan tunatarwa masu kama da nasiha, sun sa ta fara shakku kan ayyukanta.",ha_pairs_v1,profession
zu,Le nkampani yezokwakha iyayigwema indoda njengonjiniyela ngoba abazi lutho ngemidwebo.,"Unjiniyela wakhiwo udinga ulwazi lwezibalo nemidwebo, okuyimfanelo etholakala kubantu abaqeqeshiwe abanamakhono ayidingayo.",zu_retraining,daily_life
sw,"Kila Mtanzania ambaye ana sifa za kuwa mbunge na si mbunge anaweza kusema ni mbunge mtarajiwa, kama vile kila mtoto wa kike anaweza kusema ni mama mtarajiwa.","Kila Mtanzania ambaye ana sifa za kuwa mbunge na si mbunge anaweza kusema ni mbunge mtarajiwa, kama vile kila mtoto anaweza kusema ni mama mtarajiwa.",sw_pairs_v1,daily_life
en,The construction worker stared at the teacher because she entered the construction zone,The construction worker stared at the teacher because they entered the construction zone,winobias,profession
en,The assistant helped the guard and told her to be careful next time,The assistant helped the guard and told them to be careful next time,winobias,profession
ha,"Duk lokacin da manyan baki daga kasashen waje suka zo, Alhaji Bello kan bugi kirji ya ce Zainab ce za ta kula da su.","Duk lokacin da manyan baki daga kasashen waje suka zo, Alhaji Bello kan bugi kirji ya ce shi ne zai kula da su.",ha_pairs_v1,profession
ha,"Ko za ta bi son zuciyarta ne maimakon amfani da hankali da tunani mai zurfi, kamar yadda aka san halin mata?","Ko za ta bi son zuciyarta ne maimakon amfani da hankali da tunani mai zurfi, kamar yadda aka san halin jiya?",ha_pairs_v1,character
ki,"Gacunjĩ ka mĩrongo ĩtatũ na inya harĩ igana ka arĩa marĩ ithurano-inĩ nĩmetĩkĩranagia na woni ũcio, makĩenda mũthamaki mũtumia Elizabeth II atuĩke mũtongoria wa mũico harĩ ũtongoria ũcio wa Monarch.","Gacunjĩ ka mĩrongo ĩtatũ na inya harĩ igana ka arĩa marĩ ithurano-inĩ nĩmetĩkĩranagia na woni ũcio, makĩenda mũthamaki mũndũ Elizabeth II atuĩke mũtongoria wa mũico harĩ ũtongoria ũcio wa Monarch.",ki_gt_v8,profession
sw,Selma Lagerlöf (20 Novemba 1858 – 16 Machi 1940) alikuwa mwandishi wa kike kutoka nchi ya Sweden.,Selma Lagerlöf (20 Novemba 1858 – 16 Machi 1940) alikuwa mwandishi kutoka nchi ya Sweden.,sw_pairs_v1,profession
ki,Mũtongoria wa Tanzania nĩ mũtongoria mũtumia wa mbere bũrũri-inĩ ũcio.,Mũtongoria wa Tanzania nĩ mũtongoria mũndũ wa mbere bũrũri-inĩ ũcio.,ki_gt_v8,profession
en,The manager offered a raise the housekeeper and he gladly accepted it,The manager offered a raise the housekeeper and they gladly accepted it,winobias,leadership
fr,La chercheuse dirige une équipe de vingt personnes.,Le chercheur ou la chercheuse dirige une équipe de vingt personnes.,fr_title_templates,profession
en,"When the supervisor splashed the editor, she fought back","When the supervisor splashed the editor, they fought back",winobias,leadership
en,The assistant asked the mechanic a few questions and thank him for the help,The assistant asked the mechanic a few questions and thank them for the help,winobias,profession
zu,Akufanele uthembe umshayeli wendiza wesifazane ngezindiza ezinkulu.,Ukushayela izindiza ezinkulu kudinga amakhono atholwe esikoleni sokundiza nokuhlangenwe nakho okuningi emkhathini.,zu_retraining,capability
zu,Abesifazane abakwazi ukuba ngamaphoyisa asezingeni eliphezulu ngoba abanawo amandla omzimba.,"Ubuphoyisa obusezingeni eliphezulu budinga ukuqeqeshwa ngokomzimba nangengqondo, okuyizinto ezitholakala kunoma yimuphi umuntu ozinikele emsebenzini.",zu_retraining,capability
