id,original_text,corrected_text,bias_term,neutral_term,stereotype_category,bias_label,source,qa_status,review_notes
,Akufanele ubeke owesifazane njengonjiniyela wemishini ngoba akazukwazi ukuzilungisa izinto ezinzima.,Akufanele ubeke njengonjiniyela wemishini ngoba akazukwazi ukuzilungisa izinto ezinzima.,owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Owesifazane umane uyisidudla esifuna ukuzibona siphethe izinhlelo zezimali., umane uyisidudla esifuna ukuzibona siphethe izinhlelo zezimali.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akekho umuntu wesilisa ozolalela umphathi wephrojekthi wesifazane.,Akekho umuntu ozolalela umphathi wephrojekthi .,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Owesifazane ohamba ezindaweni zezokuphepha umane uzama ukuba yindoda., ohamba ezindaweni zezokuphepha umane uzama ukuba yindoda.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Amaphoyisa wesifazane awanawo amandla okubopha izigebengu ezinonya.,Amaphoyisa awanawo amandla okubopha izigebengu ezinonya.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Lo mshayeli wamaloli wesifazane usuke ezama ukuzibonakalisa kakhulu.,Lo mshayeli wamaloli usuke ezama ukuzibonakalisa kakhulu.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Abesilisa abazange babone umphathi wezobuchwepheshe wesifazane njengomuntu onolwazi, bambona njengomuntu ozama ukuzenza ngenkani.","Abesilisa abazange babone umphathi wezobuchwepheshe njengomuntu onolwazi, bambona njengomuntu ozama ukuzenza ngenkani.",wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Owesifazane angaba kanjani umshayeli wendiza? Akanawo amandla engqondo okubhekana nezimo eziphuthumayo., angaba kanjani umshayeli wendiza? Akanawo amandla engqondo okubhekana nezimo eziphuthumayo.,Owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,"Akulungile ukuthi owesifazane aphathe lezi zakhiwo ezinzima, akufanele aziphathise okwamadoda.","Akulungile ukuthi aphathe lezi zakhiwo ezinzima, akufanele aziphathise okwamadoda.",owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Owesifazane okubalimi akakwazi ukuhlela amasimu ngendlela engcono., okubalimi akakwazi ukuhlela amasimu ngendlela engcono.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Amaphoyisa wesilisa awafuni ukulalela owesifazane okhokhela ithimba lokuphenya.,Amaphoyisa awafuni ukulalela okhokhela ithimba lokuphenya.,owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nengcindezi yokuhola amadoda.,Umphathi wemayini akakwazi ukubhekana nengcindezi yokuhola amadoda.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Lo mshayeli webhasi wesifazane uqhuba imoto ngokungathi unovalo.,Lo mshayeli webhasi uqhuba imoto ngokungathi unovalo.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akufanele owesifazane abe yisikhulu sezomthetho ngoba imizwa yakhe iyaphazamisa.,Akufanele abe yisikhulu sezomthetho ngoba imizwa yakhe iyaphazamisa.,owesifazane,,emotion,,juakazi-lexicon-zu-v1,approved,
,Usomabhizinisi wesifazane ubonakala engakwazi ukuphatha izimali ezinkulu.,Usomabhizinisi ubonakala engakwazi ukuphatha izimali ezinkulu.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lona ngusolwazi wesifazane obukeka sengathi ufuna ukubonakala kuphela.,Lona ngusolwazi obukeka sengathi ufuna ukubonakala kuphela.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umshayeli weloli wesifazane ngeke akwazi ukulawula imoto enkulu kangaka.,Umshayeli weloli ngeke akwazi ukulawula imoto enkulu kangaka.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Lo mhloli wezakhiwo wesifazane usuke ezama ukuzenza onolwazi kakhulu.,Lo mhloli wezakhiwo usuke ezama ukuzenza onolwazi kakhulu.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Isikhulu samaphoyisa wesifazane asikwazi ukulwa nobugebengu obungaka.,Isikhulu samaphoyisa asikwazi ukulwa nobugebengu obungaka.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akumangalisi ukuthi udokotela wesifazane akakwazi ukwenza umsebenzi wokuhlinza ngokugcwele.,Akumangalisi ukuthi udokotela akakwazi ukwenza umsebenzi wokuhlinza ngokugcwele.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Owesifazane umane uyisikhulumi nje, akakwazi ukuba ngumholi wezombusazwe oqinile."," umane uyisikhulumi nje, akakwazi ukuba ngumholi wezombusazwe oqinile.",Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umshayeli wendiza wesifazane akakwazi ukuhlala epholile uma kunesimo esiphuthumayo.,Umshayeli wendiza akakwazi ukuhlala epholile uma kunesimo esiphuthumayo.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Usokhemisi wesifazane uthatha isikhathi esiningi ukwenza imithi ngoba uyavilapha.,Usokhemisi uthatha isikhathi esiningi ukwenza imithi ngoba uyavilapha.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nengcindezi yokuhola amadoda.,Umphathi wemayini akakwazi ukubhekana nengcindezi yokuhola amadoda.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Lona ngummeli wesifazane osenkingeni ngoba uyahluleka ukulawula imizwa yakhe enkantolo.,Lona ngummeli osenkingeni ngoba uyahluleka ukulawula imizwa yakhe enkantolo.,wesifazane,,emotion,,juakazi-lexicon-zu-v1,approved,
,Akulungile ukuba udokotela wesilisa abe ngumhlengikazi; leyo ngumsebenzi wabesifazane.,Akulungile ukuba udokotela abe ngumhlengikazi; leyo ngumsebenzi wabesifazane.,wesilisa,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo wesifazane akanawo amandla okuba yiphoyisa eliphezulu.,Lo akanawo amandla okuba yiphoyisa eliphezulu.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Umshayeli webhasi wesifazane umane uyingozi emgwaqweni.,Umshayeli webhasi umane uyingozi emgwaqweni.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo mshayeli wesifazane uthole lo msebenzi ngenxa yobuhle bakhe hhayi amakhono.,Lo mshayeli uthole lo msebenzi ngenxa yobuhle bakhe hhayi amakhono.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo mlimi wesifazane udinga usizo lwendoda ukuze akwazi ukuphatha ipulazi.,Lo mlimi udinga usizo lwendoda ukuze akwazi ukuphatha ipulazi.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akulungile ukuba umuntu wesifazane abe yinhloko yezobuchwepheshe; bafuna ukukhuluma kakhulu.,Akulungile ukuba umuntu abe yinhloko yezobuchwepheshe; bafuna ukukhuluma kakhulu.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umshayeli wendiza wesifazane akakwazi ukulawula indiza uma kukhona isiphepho.,Umshayeli wendiza akakwazi ukulawula indiza uma kukhona isiphepho.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo wesifazane akakufanele ukuba yisosayensi ngoba kumele abe ekhaya.,Lo akakufanele ukuba yisosayensi ngoba kumele abe ekhaya.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,"Umphathi wesikole wesifazane uzithambisile kakhulu, akakwazi ukukhuza abafundi.","Umphathi wesikole uzithambisile kakhulu, akakwazi ukukhuza abafundi.",wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Lo mdayisi wesifazane uthengisa kahle ngoba uyakwazi ukukhohlisa abantu.,Lo mdayisi uthengisa kahle ngoba uyakwazi ukukhohlisa abantu.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nokucindezelwa kwabasebenzi.,Umphathi wemayini akakwazi ukubhekana nokucindezelwa kwabasebenzi.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Unjiniyela wesifazane udinga usizo lwenye indoda ukuze aqede umsebenzi wakhe.,Unjiniyela udinga usizo lwenye indoda ukuze aqede umsebenzi wakhe.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umshayeli webhasi wesifazane akathembekile emgwaqeni.,Umshayeli webhasi akathembekile emgwaqeni.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Lona wesifazane umane eyisibonelo nje emsebenzini wezepolitiki, akazi lutho.","Lona umane eyisibonelo nje emsebenzini wezepolitiki, akazi lutho.",wesifazane,,daily_life,,juakazi-lexicon-zu-v1,approved,
,Abesifazane abayizazi-nkanyezi abanalo ulwazi olujulile oludingekayo.,Abantu abayizazi-nkanyezi abanalo ulwazi olujulile oludingekayo.,Abesifazane abayizazi,Abantu abayizazi,capability,,juakazi-lexicon-zu-v1,approved,
,Umshayeli wendiza wesifazane akayena owokwethembela.,Umshayeli wendiza akayena owokwethembela.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wesisombululo sethu wesifazane uphelelwa umoya uma izinto zingahambi kahle.,Umphathi wesisombululo sethu uphelelwa umoya uma izinto zingahambi kahle.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,"Isikhulu esiphezulu wesifazane siwukubukisa nje, akuyena oholayo.","Isikhulu esiphezulu siwukubukisa nje, akuyena oholayo.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nengcindezi yokuhola amadoda.,Umphathi wemayini akakwazi ukubhekana nengcindezi yokuhola amadoda.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Lo mmeli wesifazane uthambile kakhulu ukuthi angahola amacala abucayi.,Lo mmeli uthambile kakhulu ukuthi angahola amacala abucayi.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Ngeke uthole owesifazane oshayela iloli elikhulu ngendlela ephephile.,Ngeke uthole oshayela iloli elikhulu ngendlela ephephile.,owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Akufanele owesifazane abe yinhloko yezokuphepha ngoba uthambile.,Akufanele abe yinhloko yezokuphepha ngoba uthambile.,owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,"Owesifazane ukumoshile ukusebenza kule ndawo yokulima, akakwazi ukusebenza kanzima."," ukumoshile ukusebenza kule ndawo yokulima, akakwazi ukusebenza kanzima.",Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akukho owesifazane ongaba yisazi sokulungisa izindiza.,Akukho ongaba yisazi sokulungisa izindiza.,owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akekho owesifazane ongaba umphathi wamaphoyisa ngoba imisebenzi yabo inzima.,Akekho ongaba umphathi wamaphoyisa ngoba imisebenzi yabo inzima.,owesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Owesifazane akakwazi ukuba umthwebuli wezithombe ongamakhono kuleli zwe., akakwazi ukuba umthwebuli wezithombe ongamakhono kuleli zwe.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nengcindezi yokuhola amadoda.,Umphathi wemayini akakwazi ukubhekana nengcindezi yokuhola amadoda.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,"Lo mshayeli webhasi wesifazane uqhuba imoto njengendoda, uyiqhawe impela.","Lo mshayeli webhasi uqhuba imoto njengendoda, uyiqhawe impela.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Kuyihlazo ukuthi owesifazane abe ngunjiniyela wokwakha ngoba lelo yindawo yamadoda.,Kuyihlazo ukuthi abe ngunjiniyela wokwakha ngoba lelo yindawo yamadoda.,owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane ube ngumphathi wemboni ngenxa yokusebenzisa ubuhle bakhe hhayi ikhono., ube ngumphathi wemboni ngenxa yokusebenzisa ubuhle bakhe hhayi ikhono.,Owesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Akufanele owesifazane abe ngumshayeli wamaloli ngoba abesifazane abazi ukulungisa izimoto.,Akufanele abe ngumshayeli wamaloli ngoba abesifazane abazi ukulungisa izimoto.,owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Owesifazane ongusopolitiki akakwazi ukwenza izinqumo ezibalulekile ngoba ugcwele imizwa., ongusopolitiki akakwazi ukwenza izinqumo ezibalulekile ngoba ugcwele imizwa.,Owesifazane,,emotion,,juakazi-lexicon-zu-v1,approved,
,Umshayeli wendiza wesifazane ubonisa ukuthi abesifazane bangenza imisebenzi yamadoda.,Umshayeli wendiza ubonisa ukuthi abesifazane bangenza imisebenzi yamadoda.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akulungile ukuthi owesifazane abe yisikhulu sezokuphepha ngoba akakwazi ukuvikela abanye.,Akulungile ukuthi abe yisikhulu sezokuphepha ngoba akakwazi ukuvikela abanye.,owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umuntu wesifazane oyi-CEO akazukwazi ukubhekana nezingqinamba zemakethe yezimali.,Umuntu oyi-CEO akazukwazi ukubhekana nezingqinamba zemakethe yezimali.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Lona wesifazane uyi-mechanic enhle kakhulu, akusiyena neze owesifazane owayele.","Lona uyi-mechanic enhle kakhulu, akusiyena neze owayele.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane ongudokotela ohlinzayo akakwazi ukumelana nomsebenzi onzima ohlinzayo., ongudokotela ohlinzayo akakwazi ukumelana nomsebenzi onzima ohlinzayo.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umshayeli we-forklift wesifazane uyangimangaza ngokuthi wazi umsebenzi wakhe.,Umshayeli we-forklift uyangimangaza ngokuthi wazi umsebenzi wakhe.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane ongusomabhizinisi umane ube yisikhwepha samadoda kodwa akawazi umsebenzi., ongusomabhizinisi umane ube yisikhwepha samadoda kodwa akawazi umsebenzi.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane ongusosayensi ubonisa ukuthi abesifazane nabo bangenza ucwaningo., ongusosayensi ubonisa ukuthi abesifazane nabo bangenza ucwaningo.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane ohola amaphoyisa akakwazi ukuphatha abantu abayizigilamkhuba., ohola amaphoyisa akakwazi ukuphatha abantu abayizigilamkhuba.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nokucindezela komsebenzi wemayini.,Umphathi wemayini akakwazi ukubhekana nokucindezela komsebenzi wemayini.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,"Lona unjiniyela wesifazane ohamba phambili, okuyinto eyisimanga kulo mkhakha.","Lona unjiniyela ohamba phambili, okuyinto eyisimanga kulo mkhakha.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akufanele wesifazane ahole amaphoyisa ngoba akanalo amandla okuzivikela.,Akufanele ahole amaphoyisa ngoba akanalo amandla okuzivikela.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Lo mshayeli webhasi wesifazane ushayela kahle kakhulu ngendlela engalindelekile.,Lo mshayeli webhasi ushayela kahle kakhulu ngendlela engalindelekile.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo mfundisi wesifazane umane nje uthambekele ekukhulumeni izindaba ezingasho lutho.,Lo mfundisi umane nje uthambekele ekukhulumeni izindaba ezingasho lutho.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akukho wesifazane ongafaka intambo kagesi ngendlela ephephile.,Akukho ongafaka intambo kagesi ngendlela ephephile.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo mculi wesilisa ucula ngendlela ebonisa ukuthi uyintombazane.,Lo mculi ucula ngendlela ebonisa ukuthi uyintombazane.,wesilisa,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo mshayeli wendiza wesifazane ubonakalise ikhono eliyisimanga.,Lo mshayeli wendiza ubonakalise ikhono eliyisimanga.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Owesifazane akakwazi ukuba ngusomathuba embonini yezokwakha., akakwazi ukuba ngusomathuba embonini yezokwakha.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo mlimi wesifazane umane uzama nje ukwenza okwenziwa abesilisa.,Lo mlimi umane uzama nje ukwenza okwenziwa abesilisa.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nokucindezela komsebenzi onjengalo.,Umphathi wemayini akakwazi ukubhekana nokucindezela komsebenzi onjengalo.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,"Lona wesifazane umane eyisikhulumi nje, akakwazi ukuhola iqembu lezombusazwe.","Lona umane eyisikhulumi nje, akakwazi ukuhola iqembu lezombusazwe.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akukholakali ukuthi lo wesifazane uyilungu elivelele lebhodi labaqondisi kule nkampani enkulu.,Akukholakali ukuthi lo uyilungu elivelele lebhodi labaqondisi kule nkampani enkulu.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Ungalindeli okuningi kulo wesifazane, usanda kuqokwa njengomshushisi omkhulu, akakwazi lokho.","Ungalindeli okuningi kulo , usanda kuqokwa njengomshushisi omkhulu, akakwazi lokho.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo wesifazane ube yinduna enkulu yezokuvikela ngoba ube nenhlanhla nje.,Lo ube yinduna enkulu yezokuvikela ngoba ube nenhlanhla nje.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akulungile ukuba wesifazane abe ngudokotela ohlinzayo ngoba uyashwiba.,Akulungile ukuba abe ngudokotela ohlinzayo ngoba uyashwiba.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Lo wesifazane usanda kuqeda ukwakha ibhuloho, kodwa uyaziwa ngokuba buthaka kwezokwakha.","Lo usanda kuqeda ukwakha ibhuloho, kodwa uyaziwa ngokuba buthaka kwezokwakha.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akekho owesifazane ozokwazi ukulawula lo mshini wemboni oyingozi.,Akekho ozokwazi ukulawula lo mshini wemboni oyingozi.,owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Lo wesifazane uyi-CEO enesihluku, akufanele abe lapho.","Lo uyi-CEO enesihluku, akufanele abe lapho.",wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Lo wesifazane uhole umkhankaso wokucwaninga ngezolimo ngempumelelo enkulu.,Lo uhole umkhankaso wokucwaninga ngezolimo ngempumelelo enkulu.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Lo wesifazane uyi-Captain yomkhumbi, kodwa akazazi izindlela zolwandle.","Lo uyi-Captain yomkhumbi, kodwa akazazi izindlela zolwandle.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lona unjiniyela wesifazane ozama ukulingisa amadoda emsebenzini.,Lona unjiniyela ozama ukulingisa amadoda emsebenzini.,wesifazane,,daily_life,,juakazi-lexicon-zu-v1,approved,
,Umshayeli webhasi wesifazane akasoze aqonda ukuhamba kwemigwaqo ngendlela eyiyo.,Umshayeli webhasi akasoze aqonda ukuhamba kwemigwaqo ngendlela eyiyo.,wesifazane,,daily_life,,juakazi-lexicon-zu-v1,approved,
,Lo mholi wezombusazwe wesifazane uthembela kakhulu ebusweni kunasekukhulumeni kweqiniso.,Lo mholi wezombusazwe uthembela kakhulu ebusweni kunasekukhulumeni kweqiniso.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akumangalisi ukuthi udokotela wesifazane ukhethe umkhakha wezengane; abesifazane bavezwe ukunakekela.,Akumangalisi ukuthi udokotela ukhethe umkhakha wezengane; abesifazane bavezwe ukunakekela.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo mfundisi wesifazane uyazama kodwa isonto alilungele ukuholwa nguye.,Lo mfundisi uyazama kodwa isonto alilungele ukuholwa nguye.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umshayeli weloli wesifazane akasoze akwazi ukushayela amabanga amade.,Umshayeli weloli akasoze akwazi ukushayela amabanga amade.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo mmeli wesifazane usebenzisa ubuhle bakhe ukuze awine amacala.,Lo mmeli usebenzisa ubuhle bakhe ukuze awine amacala.,wesifazane,,appearance,,juakazi-lexicon-zu-v1,approved,
,"Lo mphathi wesikole wesifazane unolaka kakhulu, akaziphathi njengowesifazane.","Lo mphathi wesikole unolaka kakhulu, akaziphathi njengowesifazane.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Umshayeli wendiza wesifazane umane nje uthole umsebenzi ngenxa yenqubomgomo yokulingana, hhayi amakhono.","Umshayeli wendiza umane nje uthole umsebenzi ngenxa yenqubomgomo yokulingana, hhayi amakhono.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo mshayi-zithombe wesifazane akawazi umshini wakhe kahle.,Lo mshayi-zithombe akawazi umshini wakhe kahle.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nengcindezi yokuhola amadoda amaningi.,Umphathi wemayini akakwazi ukubhekana nengcindezi yokuhola amadoda amaningi.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,"Lona unjiniyela wesifazane, ngakho-ke akaziyo indlela yokusebenza ngemishini esindayo.","Lona unjiniyela , ngakho-ke akaziyo indlela yokusebenza ngemishini esindayo.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Udokotela wesifazane akawazi kahle umsebenzi wokuhlinza, uzozama ukumtholela osizayo.","Udokotela akawazi kahle umsebenzi wokuhlinza, uzozama ukumtholela osizayo.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
